mean_roll_SYM_H_7,mean_roll_SYM_H_12,mean_roll_GOES_flux_9,max_roll_AL_11,median_roll_GOES_flux_9,mean_roll_SYM_H_13,mean_roll_GOES_flux_13,median_roll_V_9,max_roll_GOES_flux_5,max_roll_V_3,mean_roll_V_8,mean_roll_GOES_flux_10,mean_roll_AL_10,max_roll_AL_3,max_roll_AL_8,mean_roll_AL_8,mean_roll_SYM_H_2,median_roll_GOES_flux_5,max_roll_GOES_flux_12,mean_roll_V_13,max_roll_V_6,median_roll_SYM_H_13,max_roll_GOES_flux_4,mean_roll_SYM_H_6,mean_roll_AL_12,max_roll_SYM_H_4,mean_roll_AL_13,max_roll_AL_9,median_roll_AL_4,mean_roll_AL_3,median_roll_AL_8,max_roll_SYM_H_5,mean_roll_V_5,mean_roll_V_6,max_roll_AL_4,median_roll_AL_3,max_roll_AL_5,median_roll_AL_2,mean_roll_V_4,max_roll_GOES_flux_3,max_roll_V_5,median_roll_SYM_H_7,median_roll_V_7,mean_roll_SYM_H_5,max_roll_SYM_H_6,mean_roll_GOES_flux_2,max_roll_AL_6,max_roll_V_7,max_roll_V_11,median_roll_AL_5,median_roll_AL_6,median_roll_SYM_H_9,mean_roll_AL_2,mean_roll_GOES_flux_8,max_roll_AL_13,mean_roll_SYM_H_4,max_roll_GOES_flux_13,mean_roll_GOES_flux_11,max_roll_SYM_H_12,median_roll_V_11,max_roll_V_12,median_roll_SYM_H_6,max_roll_SYM_H_10,mean_roll_AL_11,max_roll_V_10,mean_roll_AL_7,median_roll_SYM_H_3,median_roll_V_8,mean_roll_SYM_H_9,median_roll_SYM_H_1,median_roll_AL_10,median_roll_GOES_flux_12,mean_roll_SYM_H_10,max_roll_SYM_H_1,median_roll_AL_9,max_roll_GOES_flux_7,max_roll_GOES_flux_9,max_roll_GOES_flux_8,max_roll_V_13,max_roll_SYM_H_2,median_roll_AL_13,mean_roll_SYM_H_1,mean_roll_SYM_H_3,max_roll_SYM_H_11,mean_roll_V_11,median_roll_V_6,mean_roll_GOES_flux_6,mean_roll_GOES_flux_4,mean_roll_GOES_flux_5,mean_roll_AL_6,max_roll_AL_12,mean_roll_V_1,mean_roll_SYM_H_8,median_roll_AL_11,max_roll_GOES_flux_10,mean_roll_AL_9,median_roll_SYM_H_12,mean_roll_GOES_flux_3,max_roll_GOES_flux_11,median_roll_GOES_flux_10,median_roll_AL_7,max_roll_AL_10,max_roll_SYM_H_9,median_roll_V_5,mean_roll_AL_4,median_roll_GOES_flux_2,max_roll_GOES_flux_2,max_roll_SYM_H_7,max_roll_V_2,median_roll_AL_12,mean_roll_AL_1,median_roll_AL_1,mean_roll_AL_5,max_roll_AL_2,max_roll_GOES_flux_1,mean_roll_GOES_flux_7,median_roll_SYM_H_5,median_roll_GOES_flux_1,max_roll_SYM_H_3,max_roll_AL_7,max_roll_GOES_flux_6,median_roll_SYM_H_11,Epoch,Flux at L3,Flux at L4,Flux at L5,Flux at GEO,L3X60_Class,L3X70_Class,L3X80_Class,L3X90_Class,L3X95_Class,L4X60_Class,L4X70_Class,L4X80_Class,L4X90_Class,L4X95_Class,L5X60_Class,L5X70_Class,L5X80_Class,L5X90_Class,L5X95_Class,GEOX60_Class,GEOX70_Class,GEOX80_Class,GEOX90_Class,GEOX95_Class
-10.038194444444445,-20.84375,4.246204004597736,-908,4.167867557481256,3.3229166666666665,2.555632848155266,517.1999816894531,4.915152530608191,730.9000244140625,428.902430958218,4.314375759353132,-41.864583333333336,-1165,-200,-30.510416666666668,-27.90972222222222,4.346801655699208,2.5398218741601637,367.16215271419946,739.0,2.0,5.01453107179393,-51.36805555555556,-292.78125,-52,-61.982638888888886,-331,-250.5,-363.75694444444446,-16.0,-46,664.3062501483494,648.2425346374512,-792,-353.0,-660,-223.0,613.8121534983317,5.284081642193792,714.4000244140625,-4.0,384.3000030517578,-36.22569444444444,-86,4.651181928668272,-1359,558.0999755859375,702.2999877929688,-294.5,-338.5,-8.5,-261.0104166666667,4.1292504963281615,-369,-32.88194444444444,2.9873222983218275,3.900608123089966,-35,644.5,713.7999877929688,-49.0,-16,-303.49305555555554,659.7000122070312,-149.1875,-32.0,434.9499969482422,-8.63888888888889,-18.0,-14.0,1.6368756939430438,-6.326388888888889,-25,-14.5,4.431401021910869,4.56317663513024,4.369318647991689,565.7000122070312,-48,-18.0,-16.850694444444443,-34.69097222222222,-46,637.8791640599569,660.6499938964844,2.7566358569942397,4.457489231121799,4.388850213726206,-370.05555555555554,-928,539.5211796760559,-8.746527777777779,-268.5,4.811018167349917,-44.798611111111114,-21.0,4.613608893684191,4.359964142577874,4.155464854626088,-27.0,-244,-14,666.25,-250.28125,4.545001331372655,5.137600745598615,-59,705.0,-218.5,-148.64583333333334,-103.0,-294.7291666666667,-1277,5.514218005300983,3.981018735030974,-36.0,4.844583173533101,-59,-1262,3.4421319927759195,-25.0,2017-04-02 12:00:00,6.239364918948002,6.817780556491552,6.780856835468446,0.7010717597514453,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-51.36805555555556,-26.20486111111111,4.1292504963281615,-244,4.085233055688571,-20.84375,1.713142409107086,434.9499969482422,5.01453107179393,705.0,412.6899297502306,4.246204004597736,-44.798611111111114,-1277,-1262,-149.1875,-16.850694444444443,4.307413170752362,4.359964142577874,603.5201382107205,714.4000244140625,-21.0,5.284081642193792,-36.22569444444444,-303.49305555555554,-59,-292.78125,-200,-353.0,-261.0104166666667,-27.0,-52,613.8121534983317,664.3062501483494,-1165,-223.0,-792,-103.0,658.020139058431,5.137600745598615,651.7999877929688,-49.0,660.6499938964844,-32.88194444444444,-46,5.021286558066558,-660,739.0,659.7000122070312,-250.5,-294.5,-9.0,-148.64583333333334,3.981018735030974,-928,-34.69097222222222,2.5398218741601637,4.314375759353132,-46,569.7999877929688,702.2999877929688,-36.0,-14,-41.864583333333336,568.7000122070312,-370.05555555555554,-26.0,384.3000030517578,-8.746527777777779,-6.0,-14.5,3.857238562316269,-8.63888888888889,-12,-16.0,3.4421319927759195,4.369318647991689,4.431401021910869,713.7999877929688,-25,-218.5,-5.965277777777778,-27.90972222222222,-16,579.8513905207316,666.25,4.388850213726206,4.613608893684191,4.457489231121799,-294.7291666666667,-908,447.4291647805109,-10.038194444444445,-14.0,4.56317663513024,-30.510416666666668,-25.0,4.651181928668272,4.811018167349917,4.167867557481256,-338.5,-331,-15,614.4500122070312,-363.75694444444446,4.844583173533101,5.514218005300983,-86,608.2000122070312,-268.5,-75.57986111111111,-17.0,-250.28125,-756,5.4150836301501535,2.7566358569942397,-31.0,4.9124412124634205,-48,-1359,4.915152530608191,-9.0,2017-04-03 12:00:00,6.1970239553939015,6.704681030578694,6.6247089005723545,0.667485339255373,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-36.22569444444444,-6.326388888888889,3.981018735030974,-331,3.954898756542713,-26.20486111111111,3.900608123089966,384.3000030517578,5.284081642193792,608.2000122070312,648.2425346374512,4.1292504963281615,-30.510416666666668,-756,-1359,-370.05555555555554,-5.965277777777778,4.167522102615988,4.811018167349917,637.8791640599569,651.7999877929688,-25.0,5.137600745598615,-32.88194444444444,-41.864583333333336,-48,-303.49305555555554,-1262,-223.0,-148.64583333333334,-338.5,-59,658.020139058431,613.8121534983317,-1277,-103.0,-1165,-17.0,630.425866762797,5.514218005300983,730.9000244140625,-36.0,666.25,-34.69097222222222,-52,5.024255999201412,-792,714.4000244140625,568.7000122070312,-353.0,-250.5,-4.0,-75.57986111111111,2.7566358569942397,-908,-27.90972222222222,4.359964142577874,4.246204004597736,-16,517.1999816894531,659.7000122070312,-31.0,-15,-44.798611111111114,482.0,-294.7291666666667,-18.0,660.6499938964844,-10.038194444444445,-6.0,-16.0,4.155464854626088,-8.746527777777779,-50,-27.0,4.915152530608191,4.431401021910869,3.4421319927759195,702.2999877929688,-12,-268.5,-13.371527777777779,-16.850694444444443,-14,519.0187510384453,614.4500122070312,4.457489231121799,4.651181928668272,4.613608893684191,-250.28125,-244,414.87326357099744,-51.36805555555556,-14.5,4.369318647991689,-149.1875,-9.0,5.021286558066558,4.56317663513024,4.085233055688571,-294.5,-200,-59,658.8500061035156,-261.0104166666667,4.9124412124634205,5.4150836301501535,-46,508.20001220703125,-14.0,-189.89930555555554,-134.5,-363.75694444444446,-605,4.960800654188562,4.388850213726206,-32.0,4.729088347187463,-25,-660,5.01453107179393,-8.5,2017-04-04 12:00:00,6.1886425395955875,6.270818504325783,5.437778532459054,0.2369634415248217,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-32.88194444444444,-8.63888888888889,2.7566358569942397,-200,2.492156397003002,-6.326388888888889,4.314375759353132,660.6499938964844,5.137600745598615,508.20001220703125,664.3062501483494,3.981018735030974,-149.1875,-605,-660,-294.7291666666667,-13.371527777777779,4.545001331372655,4.56317663513024,579.8513905207316,730.9000244140625,-9.0,5.514218005300983,-34.69097222222222,-44.798611111111114,-25,-41.864583333333336,-1359,-103.0,-75.57986111111111,-294.5,-48,630.425866762797,658.020139058431,-756,-17.0,-1277,-134.5,539.5211796760559,5.4150836301501535,705.0,-31.0,614.4500122070312,-27.90972222222222,-59,4.650346774414103,-1165,651.7999877929688,482.0,-223.0,-353.0,-49.0,-189.89930555555554,4.388850213726206,-244,-16.850694444444443,4.811018167349917,4.1292504963281615,-14,434.9499969482422,568.7000122070312,-32.0,-59,-30.510416666666668,558.0999755859375,-250.28125,-6.0,666.25,-51.36805555555556,-7.0,-27.0,4.167867557481256,-10.038194444444445,-34,-338.5,5.01453107179393,3.4421319927759195,4.915152530608191,659.7000122070312,-50,-14.0,-8.552083333333334,-5.965277777777778,-15,428.902430958218,658.8500061035156,4.613608893684191,5.021286558066558,4.651181928668272,-363.75694444444446,-331,410.5527785089281,-36.22569444444444,-16.0,4.431401021910869,-370.05555555555554,-8.5,5.024255999201412,4.369318647991689,3.954898756542713,-250.5,-1262,-86,627.3499755859375,-148.64583333333334,4.729088347187463,4.960800654188562,-52,444.29998779296875,-14.5,-38.18402777777778,-17.0,-261.0104166666667,-702,2.0761786658061347,4.457489231121799,-26.0,1.696321393244309,-12,-792,5.284081642193792,-9.0,2017-04-05 12:00:00,6.166083862815062,6.21121142280932,5.317678454054726,0.34247202278060795,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-34.69097222222222,-8.746527777777779,4.388850213726206,-1262,4.346801655699208,-8.63888888888889,4.246204004597736,666.25,5.514218005300983,444.29998779296875,613.8121534983317,2.7566358569942397,-370.05555555555554,-702,-792,-250.28125,-8.552083333333334,4.844583173533101,4.369318647991689,519.0187510384453,705.0,-8.5,5.4150836301501535,-27.90972222222222,-30.510416666666668,-12,-44.798611111111114,-660,-17.0,-189.89930555555554,-250.5,-25,539.5211796760559,630.425866762797,-605,-134.5,-756,-17.0,447.4291647805109,4.960800654188562,608.2000122070312,-32.0,658.8500061035156,-16.850694444444443,-48,1.7256926187969106,-1277,730.9000244140625,558.0999755859375,-103.0,-223.0,-36.0,-38.18402777777778,4.457489231121799,-331,-5.965277777777778,4.56317663513024,3.981018735030974,-15,384.3000030517578,482.0,-26.0,-86,-149.1875,739.0,-363.75694444444446,-6.0,614.4500122070312,-36.22569444444444,3.0,-338.5,4.085233055688571,-51.36805555555556,-9,-294.5,5.284081642193792,4.915152530608191,5.01453107179393,568.7000122070312,-34,-14.5,3.9444444444444446,-13.371527777777779,-59,412.6899297502306,627.3499755859375,4.651181928668272,5.024255999201412,5.021286558066558,-261.0104166666667,-200,449.6576394504971,-32.88194444444444,-27.0,3.4421319927759195,-294.7291666666667,-9.0,4.650346774414103,4.431401021910869,2.492156397003002,-353.0,-1359,-46,534.25,-75.57986111111111,1.696321393244309,2.0761786658061347,-59,448.20001220703125,-16.0,-47.513888888888886,-19.0,-148.64583333333334,-481,2.5839865626586613,4.613608893684191,-18.0,2.1780946863020554,-50,-1165,5.137600745598615,-4.0,2017-04-06 12:00:00,5.956671369242911,6.008232968904698,5.3128492589663265,0.355854020152715,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-27.90972222222222,-10.038194444444445,4.457489231121799,-1359,4.307413170752362,-8.746527777777779,4.1292504963281615,614.4500122070312,5.4150836301501535,448.20001220703125,658.020139058431,4.388850213726206,-294.7291666666667,-481,-1165,-363.75694444444446,3.9444444444444446,4.9124412124634205,4.431401021910869,428.902430958218,608.2000122070312,-9.0,4.960800654188562,-16.850694444444443,-149.1875,-50,-30.510416666666668,-792,-134.5,-38.18402777777778,-353.0,-12,447.4291647805109,539.5211796760559,-702,-17.0,-605,-19.0,414.87326357099744,2.0761786658061347,508.20001220703125,-26.0,627.3499755859375,-5.965277777777778,-25,2.200249965126832,-756,705.0,739.0,-17.0,-103.0,-31.0,-47.513888888888886,4.613608893684191,-200,-13.371527777777779,4.369318647991689,2.7566358569942397,-59,660.6499938964844,558.0999755859375,-18.0,-46,-370.05555555555554,714.4000244140625,-261.0104166666667,-7.0,658.8500061035156,-32.88194444444444,-6.0,-294.5,3.954898756542713,-36.22569444444444,-17,-250.5,5.137600745598615,5.01453107179393,5.284081642193792,482.0,-9,-16.0,-5.666666666666667,-8.552083333333334,-86,648.2425346374512,534.25,5.021286558066558,4.650346774414103,5.024255999201412,-148.64583333333334,-1262,446.3612855805291,-34.69097222222222,-338.5,4.915152530608191,-250.28125,-4.0,1.7256926187969106,3.4421319927759195,4.346801655699208,-223.0,-660,-52,438.992849856007,-189.89930555555554,2.1780946863020554,2.5839865626586613,-48,543.5999755859375,-27.0,-115.79861111111111,-56.5,-75.57986111111111,-351,2.631565047435368,4.651181928668272,-6.0,2.2069823598676184,-34,-1277,5.514218005300983,-49.0,2017-04-07 12:00:00,5.922051951989529,5.93835886456054,5.2109656135785025,0.3998202033133994,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-16.850694444444443,-51.36805555555556,4.613608893684191,-660,4.167522102615988,-10.038194444444445,3.981018735030974,658.8500061035156,4.960800654188562,543.5999755859375,630.425866762797,4.457489231121799,-250.28125,-351,-1277,-261.0104166666667,-5.666666666666667,4.729088347187463,3.4421319927759195,412.6899297502306,508.20001220703125,-4.0,2.0761786658061347,-5.965277777777778,-370.05555555555554,-34,-149.1875,-1165,-17.0,-47.513888888888886,-223.0,-50,414.87326357099744,447.4291647805109,-481,-19.0,-702,-56.5,410.5527785089281,2.5839865626586613,444.29998779296875,-18.0,534.25,-13.371527777777779,-12,2.269102008110271,-605,608.2000122070312,714.4000244140625,-134.5,-17.0,-32.0,-115.79861111111111,4.651181928668272,-1262,-8.552083333333334,4.431401021910869,4.388850213726206,-86,666.25,739.0,-6.0,-52,-294.7291666666667,651.7999877929688,-148.64583333333334,3.0,627.3499755859375,-34.69097222222222,-4.0,-250.5,2.492156397003002,-32.88194444444444,-22,-353.0,5.514218005300983,5.284081642193792,5.137600745598615,558.0999755859375,-17,-27.0,-4.940972222222222,3.9444444444444446,-46,664.3062501483494,438.992849856007,5.024255999201412,1.7256926187969106,4.650346774414103,-75.57986111111111,-1359,450.6381945080227,-27.90972222222222,-294.5,5.01453107179393,-363.75694444444446,-49.0,2.200249965126832,4.915152530608191,4.307413170752362,-103.0,-792,-59,414.8624954223633,-38.18402777777778,2.2069823598676184,2.631565047435368,-25,484.20001220703125,-338.5,-154.86111111111111,-99.0,-189.89930555555554,-565,3.0455160804351804,5.021286558066558,-6.0,2.291455959168086,-9,-756,5.4150836301501535,-36.0,2017-04-08 12:00:00,5.868026304252406,5.887479427327571,5.894242944493457,0.46914201914609466,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-5.965277777777778,-36.22569444444444,4.651181928668272,-792,4.545001331372655,-51.36805555555556,2.7566358569942397,627.3499755859375,2.0761786658061347,484.20001220703125,539.5211796760559,4.613608893684191,-363.75694444444446,-565,-756,-148.64583333333334,-4.940972222222222,1.696321393244309,4.915152530608191,648.2425346374512,444.29998779296875,-49.0,2.5839865626586613,-13.371527777777779,-294.7291666666667,-9,-370.05555555555554,-1277,-19.0,-115.79861111111111,-103.0,-34,410.5527785089281,414.87326357099744,-351,-56.5,-481,-99.0,449.6576394504971,2.631565047435368,448.20001220703125,-6.0,438.992849856007,-8.552083333333334,-50,2.510846732865727,-702,508.20001220703125,651.7999877929688,-17.0,-134.5,-26.0,-154.86111111111111,5.021286558066558,-1359,3.9444444444444446,3.4421319927759195,4.457489231121799,-46,614.4500122070312,714.4000244140625,-6.0,-59,-250.28125,730.9000244140625,-75.57986111111111,-6.0,534.25,-27.90972222222222,-13.5,-353.0,4.346801655699208,-34.69097222222222,-36,-223.0,5.4150836301501535,5.137600745598615,5.514218005300983,739.0,-22,-338.5,-11.75,-5.666666666666667,-52,613.8121534983317,414.8624954223633,4.650346774414103,2.200249965126832,1.7256926187969106,-189.89930555555554,-660,539.7614576551649,-16.850694444444443,-250.5,5.284081642193792,-261.0104166666667,-36.0,2.269102008110271,5.01453107179393,4.167522102615988,-17.0,-1165,-48,406.75,-47.513888888888886,2.291455959168086,3.0455160804351804,-12,554.7999877929688,-294.5,-289.0,-264.0,-38.18402777777778,-554,3.615326318187938,5.024255999201412,-7.0,2.740642852838185,-17,-605,4.960800654188562,-31.0,2017-04-09 12:00:00,5.773201472006436,6.231963303811948,6.239787573496501,0.5519236367132949,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
-13.371527777777779,-32.88194444444444,5.021286558066558,-1165,4.844583173533101,-36.22569444444444,4.388850213726206,534.25,2.5839865626586613,554.7999877929688,447.4291647805109,4.651181928668272,-261.0104166666667,-554,-605,-75.57986111111111,-11.75,2.1780946863020554,5.01453107179393,664.3062501483494,448.20001220703125,-36.0,2.631565047435368,-8.552083333333334,-250.28125,-17,-294.7291666666667,-756,-56.5,-154.86111111111111,-17.0,-9,449.6576394504971,410.5527785089281,-565,-99.0,-351,-264.0,446.3612855805291,3.0455160804351804,543.5999755859375,-6.0,414.8624954223633,3.9444444444444446,-34,2.9453846500083727,-481,444.29998779296875,730.9000244140625,-19.0,-17.0,-18.0,-289.0,5.024255999201412,-660,-5.666666666666667,4.915152530608191,4.613608893684191,-52,658.8500061035156,651.7999877929688,-7.0,-48,-363.75694444444446,705.0,-189.89930555555554,-4.0,438.992849856007,-16.850694444444443,-1.0,-223.0,4.307413170752362,-27.90972222222222,-15,-103.0,4.960800654188562,5.514218005300983,5.4150836301501535,714.4000244140625,-36,-294.5,-0.13541666666666666,-4.940972222222222,-59,658.020139058431,406.75,1.7256926187969106,2.269102008110271,2.200249965126832,-38.18402777777778,-792,450.93159760369196,-5.965277777777778,-353.0,5.137600745598615,-148.64583333333334,-31.0,2.510846732865727,5.284081642193792,4.545001331372655,-134.5,-1277,-25,461.3000030517578,-115.79861111111111,2.740642852838185,3.615326318187938,-50,643.9000244140625,-250.5,-72.78472222222223,-18.0,-47.513888888888886,-1004,4.0342895017575735,4.650346774414103,3.0,3.329865842941349,-22,-702,2.0761786658061347,-32.0,2017-04-10 12:00:00,5.786866043462773,6.2545915298983905,6.237108062880636,0.5502569623932181,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
-8.552083333333334,-34.69097222222222,5.024255999201412,-1277,4.9124412124634205,-32.88194444444444,4.457489231121799,438.992849856007,2.631565047435368,643.9000244140625,414.87326357099744,5.021286558066558,-148.64583333333334,-1004,-702,-189.89930555555554,-0.13541666666666666,2.2069823598676184,5.284081642193792,613.8121534983317,543.5999755859375,-31.0,3.0455160804351804,3.9444444444444446,-363.75694444444446,-22,-250.28125,-605,-99.0,-289.0,-134.5,-17,446.3612855805291,449.6576394504971,-554,-264.0,-565,-18.0,450.6381945080227,3.615326318187938,484.20001220703125,-7.0,406.75,-5.666666666666667,-9,3.5638846307627383,-351,448.20001220703125,705.0,-56.5,-19.0,-6.0,-72.78472222222223,4.650346774414103,-792,-4.940972222222222,5.01453107179393,4.651181928668272,-59,627.3499755859375,730.9000244140625,3.0,-25,-261.0104166666667,608.2000122070312,-38.18402777777778,-13.5,414.8624954223633,-5.965277777777778,9.0,-103.0,4.167522102615988,-16.850694444444443,-12,-17.0,2.0761786658061347,5.4150836301501535,4.960800654188562,651.7999877929688,-15,-250.5,7.680555555555555,-11.75,-48,630.425866762797,461.3000030517578,2.200249965126832,2.510846732865727,2.269102008110271,-47.513888888888886,-1165,418.59444575839575,-13.371527777777779,-223.0,5.514218005300983,-75.57986111111111,-32.0,2.9453846500083727,5.137600745598615,4.844583173533101,-17.0,-756,-12,445.0,-154.86111111111111,3.329865842941349,4.0342895017575735,-34,485.79998779296875,-353.0,-69.82986111111111,-22.0,-115.79861111111111,-604,4.04961896768346,1.7256926187969106,-6.0,3.445780407360654,-36,-481,2.5839865626586613,-26.0,2017-04-11 12:00:00,5.705906296899828,5.966991964982513,5.892026306625204,0.4782740763093675,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
